Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
herringbone-solid-wood-flooring-18mm-natural-brushed-oiled,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,"<h2>Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled</h2><p><strong>Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled</strong> from Factory Direct Flooring in a beautiful <strong>Natural</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74110HB,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
herringbone-solid-wood-flooring-18mm-natural-uv-oiled,Herringbone Solid Wood Flooring 18mm Natural Uv Oiled,"<h2>Herringbone Solid Wood Flooring 18mm Natural Uv Oiled</h2><p><strong>Herringbone Solid Wood Flooring 18mm Natural Uv Oiled</strong> from Factory Direct Flooring in a beautiful <strong>Natural</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74111HB,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,,Herringbone Solid Wood Flooring 18mm Natural Uv Oiled | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Natural Uv Oiled at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
herringbone-solid-wood-flooring-18mm-golden-brushed-matt-lacquer,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,"<h2>Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer</h2><p><strong>Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer</strong> from Factory Direct Flooring in a beautiful <strong>Golden</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74112HB,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
herringbone-solid-wood-flooring-18mm-smoke-brushed-oiled,Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled,"<h2>Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled</h2><p><strong>Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled</strong> from Factory Direct Flooring with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74113HB,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,,Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
byland-18mm-x-120mm-solid-wood-flooring-natural-brushed-uv-oiled,Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled,"<h2>Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled</h2><p><strong>Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled</strong> from Factory Direct Flooring in a beautiful <strong>Natural</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74115S,0,shopify,100,deny,manual,64.77,64.77,TRUE,TRUE,,,,Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled | Factory Direct Flooring,Buy Byland 18mm x 120mm Solid Wood Flooring Natural Brushed Uv Oiled at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
hinton-18mm-x-120mm-solid-wood-flooring-natural-matt-lacquer,Hinton 18mm x 120mm Solid Wood Flooring Natural Matt Lacquer,"<h2>Hinton 18mm x 120mm Solid Wood Flooring Natural Matt Lacquer</h2><p><strong>Hinton 18mm x 120mm Solid Wood Flooring Natural Matt Lacquer</strong> from Factory Direct Flooring in a beautiful <strong>Natural</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74116S,0,shopify,100,deny,manual,64.77,64.77,TRUE,TRUE,,,,Hinton 18mm x 120mm Solid Wood Flooring Natural Matt Lacquer | Factory Direct Flooring,Buy Hinton 18mm x 120mm Solid Wood Flooring Natural Matt Lacquer at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
newminster-18mm-solid-wood-flooring-150mm-natural-oak-matt-lacquer,Newminster 18mm Solid Wood Flooring 150mm Natural Oak Matt Lacquer,"<h2>Newminster 18mm Solid Wood Flooring 150mm Natural Oak Matt Lacquer</h2><p><strong>Newminster 18mm Solid Wood Flooring 150mm Natural Oak Matt Lacquer</strong> from Factory Direct Flooring in a beautiful <strong>Oak</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74117S,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,,Newminster 18mm Solid Wood Flooring 150mm Natural Oak Matt Lacquer | Factory Direct Flooring,Buy Newminster 18mm Solid Wood Flooring 150mm Natural Oak Matt Lacquer at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
malton-18mm-x-120mm-double-smoked-brushed-matt-lacquer-solid-oak-flooring,Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring,"<h2>Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring</h2><p><strong>Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring</strong> from Factory Direct Flooring in a beautiful <strong>Oak</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74118S,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00001_vinyl_and_cushion_floor_anti_plas_15mtr_double_sided_tape_lifestyle_1.jpg,1,Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring,Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring | Factory Direct Flooring,Buy Malton 18mm x 120mm Double Smoked Brushed Matt Lacquer Solid Oak Flooring at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
watton-18mm-x-120mm-solid-oak-flooring-golden-handscraped-matt-lacquer,Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer,"<h2>Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer</h2><p><strong>Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer</strong> from Factory Direct Flooring in a beautiful <strong>Oak</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74119S,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,,Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer | Factory Direct Flooring,Buy Watton 18mm x 120mm Solid Oak Flooring Golden Handscraped Matt Lacquer at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
cumaru-18mm-solid-wood-flooring-brushed-oiled-oak-150mm-wide,Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide,"<h2>Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide</h2><p><strong>Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide</strong> from Factory Direct Flooring in a beautiful <strong>Oak</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber — unmatched natural beauty that improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Factory Direct Flooring,,Solid Wood,solid-wood,TRUE,Title,Default Title,74126S,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,,Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide | Factory Direct Flooring,Buy Cumaru 18mm Solid Wood Flooring Brushed Oiled Oak 150mm Wide at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
