Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
herringbone-solid-wood-flooring-18mm-natural-brushed-oiled,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,"<h2>Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled</h2><p><strong>Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled</strong> from Factory Direct Flooring in a beautiful <strong>Natural</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber delivering unmatched natural beauty that only improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Herringbone Parquet,,Solid Wood,solid-wood,TRUE,Title,Default Title,74110HB,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00001_herringbone_b_o_uv_10.jpg,1,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
herringbone-solid-wood-flooring-18mm-natural-brushed-oiled,,,,,,,,,,,,,,,,,,,,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00002_herringbone_b_o_uv_19.jpg,2,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,,,
herringbone-solid-wood-flooring-18mm-natural-brushed-oiled,,,,,,,,,,,,,,,,,,,,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00003_herringbone_b_o_uv_11.jpg,3,Herringbone Solid Wood Flooring 18mm Natural Brushed Oiled,,,
herringbone-solid-wood-flooring-18mm-natural-uv-oiled,Herringbone Solid Wood Flooring 18mm Natural Uv Oiled,"<h2>Herringbone Solid Wood Flooring 18mm Natural Uv Oiled</h2><p><strong>Herringbone Solid Wood Flooring 18mm Natural Uv Oiled</strong> from Factory Direct Flooring in a beautiful <strong>Natural</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber delivering unmatched natural beauty that only improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Herringbone Parquet,,Solid Wood,solid-wood,TRUE,Title,Default Title,74111HB,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00004_herringbone_flat_uv_oil_4.jpg,1,Herringbone Solid Wood Flooring 18mm Natural Uv Oiled,Herringbone Solid Wood Flooring 18mm Natural Uv Oiled | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Natural Uv Oiled at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
herringbone-solid-wood-flooring-18mm-natural-uv-oiled,,,,,,,,,,,,,,,,,,,,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00005_herringbone_flat_uv_oil_1.jpg,2,Herringbone Solid Wood Flooring 18mm Natural Uv Oiled,,,
herringbone-solid-wood-flooring-18mm-natural-uv-oiled,,,,,,,,,,,,,,,,,,,,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00006_herringbone_flat_uv_oil_4.jpg,3,Herringbone Solid Wood Flooring 18mm Natural Uv Oiled,,,
herringbone-solid-wood-flooring-18mm-golden-brushed-matt-lacquer,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,"<h2>Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer</h2><p><strong>Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer</strong> from Factory Direct Flooring in a beautiful <strong>Golden</strong> finish with a <strong>18mm</strong> thickness. 100% genuine solid timber delivering unmatched natural beauty that only improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Herringbone Parquet,,Solid Wood,solid-wood,TRUE,Title,Default Title,74112HB,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00007_video-placeholder_002__16.png,1,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
herringbone-solid-wood-flooring-18mm-golden-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00008_herringbone_light_golden_b_l_15.jpg,2,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,,,
herringbone-solid-wood-flooring-18mm-golden-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00009_herringbone_light_golden_b_l_3.jpg,3,Herringbone Solid Wood Flooring 18mm Golden Brushed Matt Lacquer,,,
herringbone-solid-wood-flooring-18mm-smoke-brushed-oiled,Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled,"<h2>Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled</h2><p><strong>Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled</strong> from Factory Direct Flooring with a <strong>18mm</strong> thickness. 100% genuine solid timber delivering unmatched natural beauty that only improves with age.</p>
<h3>Key Features</h3><ul><li>100% Real Solid Timber</li><li>Sand &amp; Refinish 5x</li><li>Natural Insulator</li><li>Adds Property Value</li><li>Sustainably Sourced</li></ul>
<h3>Installation</h3><p>Secret-nail or glue. Acclimatise 48–72 hrs. 15mm expansion gap.</p>
<h3>Care</h3><p>Soft brush vacuum. Wood cleaner on damp mop. Wipe spills immediately.</p>
<h3>Why Factory Direct Flooring?</h3><p>UK's trusted flooring specialist — premium quality at factory direct prices. Free samples, full warranties and fast UK delivery.</p>",Herringbone Parquet,,Solid Wood,solid-wood,TRUE,Title,Default Title,74113HB,0,shopify,100,deny,manual,68.15,,TRUE,TRUE,https://shadiikart-prog.github.io/product-scraper-demo/scrapers/output/images/00010_herringbone_smoked_b_o_uv_3.jpg,1,Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled,Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled | Factory Direct Flooring,Buy Herringbone Solid Wood Flooring 18mm Smoke Brushed Oiled at Factory Direct Flooring — Solid Wood at competitive prices. Free samples and UK delivery.,active
