Source Site,Product ID,Product URL,Name,Variant,SKU,Category,Tags,Vendor / Brand,Price (GBP),Compare At Price,Stock Status,Inventory Qty,Description,Main Image URL,All Image URLs,Published At
https://hdewcameras.co.uk,15129668714821,https://hdewcameras.co.uk/products/transcend-drivepro-620-dash-cam-incl-2x-32gb-micro-sdhx,Transcend DrivePro 620 Dash Cam incl 2x 32GB micro SDHX,,652983,Camera,"dash-cams, portable-devices",Transcend,199.00,,Unknown,,"Equipped with high-sensitivity STARVIS image sensors, it delivers crystal-clear sharpness and nighttime images even in low light. 1080P Full HD recording at 60 frames per second ensures smooth image capture and clear footage. With built-in safety features like head-up display, emergency recording, and more, the DrivePro 620 keeps you safe all around. Dual video recording for double the safety. Equipped with compact front and rear cameras, the DrivePro 620 simultaneously monitors the road ahead and behind you in ultra-high resolution, adding extra security to your ride. The 140° wide angle ensures you don't miss a single detail. Loads of smart features make every ride safer. Wi-Fi connectivity The DrivePro 620 has Wi-Fi connectivity to connect to the exclusive DrivePro app for real-time footage playback and download. When Wi-Fi is enabled on the front camera, the rear camera is also automatically connected via Wi-Fi. This means easy access to video evidence for reporting incidents to law enforcement and insurance companies without removing the memory card. GPS/GLONASS receiver The front camera, DrivePro 250, has a GPS/GLONASS receiver that can log coordinates, date and time with the recorded video footage. The driving data is automatically synchronized with the footage recorded by the rear camera. The coordinates can be used to pinpoint the location of an incident, allowing roadside emergency services, police or an insurance agent to respond more quickly. Built-in battery In the event of a power outage, the built-in Li-polymer battery can temporarily power the DrivePro Dashcam until the recorded files are safely stored to prevent the loss of important images due to file corruption. Dual USB car charger The DrivePro 620 also comes with a dual USB car charger for the cigarette lighter, as well as an 8m and 4m cable each. You can power your front and rear dashcam at the same time! NOTE: Transcend recommends having the unit installed by an experienced professional with proper knowledge of the vehicle to ensure your safety. Transcend will not be responsible for any damage to vehicles related to improper installation. Please do not operate the DrivePro Dashcam while driving. If the cigarette lighter socket in your car is still supplying power after the engine is turned off, unplug the adapter for the DrivePro while the engine is off or idling to avoid unnecessary power consumption and malfunction.",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/transcend-drivepro-620-dash-cam-incl-2x-32gb-micro-sdhx-22504-p.jpg?v=1756969302,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/transcend-drivepro-620-dash-cam-incl-2x-32gb-micro-sdhx-22504-p.jpg?v=1756969302,2026-03-20T13:33:45+00:00
https://hdewcameras.co.uk,15129659408709,https://hdewcameras.co.uk/products/transcend-drivepro-230-dash-cam-incl-32gb-microsdhc,Transcend DrivePro 230 Dash Cam incl. 32GB microSDHC,,478858,Camera,"dash-cams, portable-devices",Transcend,125.00,,Unknown,,"Key Features: 1920 x 1080 Resolution at 30 fps 130° Diagonal Field of View 2.4"" Colour LCD Screen Built-In LiPo Battery Built-In Microphone and Speaker Built-In G-Sensor Safety Features with Emergency Recording 32GB microSD Card Wi-Fi Connectivity DrivePro App for iOS and Android Overview: This dash cam features lane departure warnings, forward collision warnings, headlight reminders, and driver fatigue alerts to help keep you alert and safe while driving. A G-sensor enables the camera to automatically save video files in case of impact while the vehicle is off. In the event of a collision, the G-sensor will begin emergency recording. It is powered continuously while the vehicle is on via the included power cable. Wi-Fi connectivity enables real-time footage playback and downloads via the DrivePro app for iOS and Android. The DrivePro 230 uses a Sony sensor with WDR to capture high-res images GPS/GLONASS receiver logs coordinates, date, and time into recorded video G-sensor detects impact in the event of a collision and begins recording G-sensor can be manually activated Snapshot button enables you to take still photos while recording video Time-lapse video recording safeguards your vehicle 24/7 (requires external power supply) Driver fatigue alert reminds the driver after a user-determined amount of time of driving to take a break from driving Lane departure warning system (LDWS) helps keep the driver safe by displaying an onscreen warning and an audible alert when the driver is veering out of a lane Forward collision warning system (FCWS) helps keep the driver safe by displaying an onscreen warning and an audible alert when the vehicle exceeds a certain speed and the vehicle ahead is too close Headlight reminder alerts the driver when the lighting conditions are poor with a reminder to turn the headlights on with an onscreen notification and an audible alert DrivePro Toolbox software quickly finds video files using name, recording date, or group parameters, as well as location paths and snapshots Wi-Fi connectivity for live video and photo snapshots via the DrivePro app for iOS and Android Suction mount included for quick installation What's in the box: Transcend DrivePro 230 1080p Dash Camera with 32GB microSD Card Suction Mount 32GB microSD Card Car Power Adaptor",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/transcend-drivepro-230-dash-cam-incl.-32gb-microsdhc-20934-p.jpg?v=1756969295,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/transcend-drivepro-230-dash-cam-incl.-32gb-microsdhc-20934-p.jpg?v=1756969295 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_-_2026-01-07T121034.108.jpg?v=1767787870 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_-_2026-01-07T121044.973.jpg?v=1767787918 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_-_2026-01-07T121037.524.jpg?v=1767787918 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_-_2026-01-07T121041.261.jpg?v=1767787918 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_-_2026-01-07T121048.548.jpg?v=1767787918 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_-_2026-01-07T121052.245.jpg?v=1767787870 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_-_2026-01-07T121133.175.jpg?v=1767787904,2026-03-20T13:03:39+00:00
https://hdewcameras.co.uk,15363965059397,https://hdewcameras.co.uk/products/transcend-drivepro-body-30-64gb,Transcend DrivePro Body 30 64GB,,710964,Camera,"action-cameras, cameras, transcend",Transcend,220.00,,Unknown,,"We've got your back Transcend's DrivePro Body 30 features STARVIS image sensor and infrared LEDs to capture high-resolution images in low light. Up to 12 hours of battery, high storage capacity, and high resistance to water, dust, and shock are ideal for public safety professionals. The package also includes useful accessories and value-added software that facilitate users in using the device and managing the files. STARVIS High-sensitivity Image Sensor The DrivePro Body 30 features STARVIS sensor to capture high-resolution images with superb, rich colour even in low light. Images are highly detailed with low noise and excellent balance between light and dark areas. Note: STARVIS is a trademark of Sony Corporation. Infrared LEDs for Night Vision The DrivePro Body 30 has four infrared LEDs that will automatically turn on in dim light to enhance night vision capabilities. This can drastically increase recording quality in pitch-black darkness. Note: Footage recorded with infrared LEDs will be in grayscale. Image Enhancement Technology DrivePro Body 30 features image enhancement technologies such as Wide Dynamic Range (WDR) and High Frame Rate (HFR) technologies, supporting high-quality recording at 60fps. Essential details can still be presented even in low, dim light. Quick and easy connectivity The DrivePro Body 30 supports both Bluetooth wireless technology for basic setup and switching modes, and Wi-Fi connectivity for live streaming videos to iOS and Android mobile devices. All of these can be done via DrivePro Body App. By connecting the DrivePro Body 30 with iOS devices, you can control the camera hands-free with Siri voice control. Instant and easy access to the device facilitates your work! Rugged and durable design The DrivePro Body 30 is built to withstand harsh environmental conditions, making it ideal for firefighters, police officers, security guards, or rescue team to conduct outdoor recording. It is IP67 rated and offers full protection against dust and water. It also offers a high shock resistance. Splash, water, and dust resistance are not permanent conditions and resistance may decrease as a result of normal wear. Product must be clean and dry before use. Long Battery Life The DrivePro Body 30 has a built-in Li-Polymer battery, allowing up to 12 hours of video recording on a single charge. This allows police and other professionals to record over a full shift. Battery power indicator helps users check current battery level. Note: Recording time may differ based on environmental conditions and operation settings (eg. enabling infrared LEDs). Capacious Storage Space The DrivePro Body 30 has built-in 64GB storage for high quality videos, and DDR3 memory cache to temporarily store recorded videos. Vibration alerts Reminds users of operation in progress. Buffering mode Captures crucial footage while saving on storage space. Loop recording Allows the body camera to overwrite old video files with new ones. Wide Dynamic Range (WDR) Balances the light and dark areas of captured images, ensuring that every critical shot is as clear as possible. Password Protects data from unauthorized access. Stealth mode Disables the light indicators, buzzer, and vibrator. Team sync One body camera enters recording mode from buffering mode, and other cameras in the same group automatically enter recording mode as well. DrivePro Body Toolbox Transcend's DrivePro Body Toolbox is exclusively designed for the DrivePro Body series. It features a user-friendly interface that allows users to securely manage recorded videos and snapshots on PCs. In addition, users can adjust settings for both the Toolbox and the DrivePro Body device, format internal storage, and upgrade the body camera's firmware via the Toolbox. DrivePro Body Toolbox provides smart detection function. By automatically identifying the faces in a video, the footage can be extracted to the sidebar to let users blur or block out the faces. Multifunctional Docking Station (available separately) Exclusively designed for the DrivePro Body 30, Transcend's TS-DPD6N docking station offers a complete camera management, charging, and data upload solution. The six-port docking station has two Ethernet ports, a LAN port for administrative setup, and a WAN port for simultaneous data upload to a designated folder while charging. Available Accessories The DrivePro Body 30 includes both a 360° rotating clip and a Velcro holder. Transcend also provides TS-DBK2 accessory kit for separate purchase, including a magnetic mount, a MOLLE mount, and a camera holder. Technical data: Dimensions: 95.9 mm x 52.2 mm x 27.6 mm Weight: 130 g Connection interface: USB 2.0, cable 3.5 mm jack to USB-A included Wi-Fi: 802.11n, 2.4 GHz Bluetooth: 4.1 Storage: 64 GB internal storage Viewing angle: 130° (diagonal) Aperture: F/2.0 Battery: 3120 mAh Li-polymer battery for max. 12 hours of use, charging time 5 hours (Note: Battery life and charge cycles will vary depending on usage, network settings such as Bluetooth or Wi-Fi connection and other environmental factors; actual results may vary). Video recording: Resolution: Full HD 1080P Frame rate: 60/30 fps Video format: MP4 (H.264) Operating temperature: -20°C (-4°F) to 65°C (149°F) Storage temperature: -25°C (-13°F) to 70°C (158°F) IP rating: IP67",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_76.jpg?v=1760367678,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_76.jpg?v=1760367678 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_77.jpg?v=1760367678 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_78.jpg?v=1760367678 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_79.jpg?v=1760367677 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_80.jpg?v=1760367677 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default_81.jpg?v=1760367677,2026-03-20T13:00:49+00:00
https://hdewcameras.co.uk,15758714339653,https://hdewcameras.co.uk/products/sandisk-extreme-pro-sdxc-128gb-uhs-ii-c10-u3-v60,SanDisk Extreme Pro SDXC 128GB UHS-II C10 U3 V60,,152667,Memory Card,"memory-storage, photo-video-accessories, sandisk, sd-sdhc",Sandisk,125.00,,Unknown,,"If you want to get the most out of your camera, you need a memory card that can keep up. This SDXC card ensures smooth, high-resolution recordings and saves you time transferring your data. Whether it's burst shots, time-lapses, or video projects – you stay in the creative flow without having to constantly swap cards. For the highest demands in video and burst shooting With stable write speeds, the card is suitable for recordings in 6K and 4K UHD – even with slow motion or special effects. Burst shots in RAW or JPEG format are just as reliable as complex time-lapse sequences. The high read speed ensures you can quickly transfer your data to your computer. More storage, more security With up to 128 GB of capacity, you have room for large projects without having to constantly offload data. The card is built for extreme conditions – whether heat, cold, humidity, or shock – it stays ready for use. Features: High read speed of up to 280 MB/s saves time during transfers Write speed of up to 100 MB/s for smooth burst and video recording Suitable for 6K and 4K UHD video recording with stable performance RAW and JPEG burst images can be reliably saved Compatible with slow and time-lapse recording Protection against water, shock, X-rays, and extreme temperatures Long-term use thanks to durable storage technology Dimensions (W x H x D): 23.91 x 31.92 x 2.17 mm Weight: 1.67 g",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default-2026-03-20T111130.612.jpg?v=1774005105,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default-2026-03-20T111130.612.jpg?v=1774005105,2026-03-20T11:16:22+00:00
https://hdewcameras.co.uk,15758506295621,https://hdewcameras.co.uk/products/apple-macbook-pro-14-m5-pro-15-16-core-24-1tb-space-black,"Apple MacBook Pro 14"" M5 Pro 15/16 Core 24/1TB Space Black",,35352-00665-00,Macbook,"apple-macbooks, computing, macbook-pro",Apple,2169.00,2199.00,Unknown,,"Performance | Happily ever faster. The M5 pro chip joins M5 and M5 Max to create the most advanced series of chips ever built for a pro laptop. Each chip delivers phenomenal single- and multi-threaded CPU performance and faster unified memory - giving you the kind of speed you've never thought possible. And with powerful Neural Accelerators in the M5 chip, you can fly through AI tasks at mind-bending speeds. The 36.1 cm (14.2"") 3024 x 1964 screen delivers an exceptional viewing experience, featuring vibrant colours, sharp resolution, and wide viewing angles 24 Hours battery run time allows you to stay untethered and productive for extended periods without interruption Apple M5 chip M5 brings next-generation speed and powerful on‑device AI to the personal, professional and creative tasks you do every day. Multitask seamlessly across productivity apps and utilise advanced AI capabilities Blaze through creative tasks and handle creative pursuits with ease Configure with up to 32GB unified memory Supports up to two external displays",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW1.jpg?v=1767696195,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW1.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW9.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW10.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW8.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW7.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW6.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW5.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW4.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW3.jpg?v=1767696195 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/MacBook_Pro_M5_Black_HDEW2.jpg?v=1767696195,2026-03-20T07:35:20+00:00
https://hdewcameras.co.uk,15755479089477,https://hdewcameras.co.uk/products/sandisk-extreme-pro-sdxc-512gb-uhs-i-c10-u3-v30,SanDisk Extreme Pro SDXC 512GB UHS-I C10 U3 V30,,732783,Memory Card,"memory-storage, photo-video-accessories, sandisk, sd-sdhc",Sandisk,100.00,,Unknown,,"SanDisk Extreme Pro SDXC UHS-1 Card Get a unbelieveable fast SDXC card with the SanDisk Extreme Pro SDXC UHS-I card - the professionals' choice for high-speed burst shooting, supports capturing cinema quality Full HD (1080p), 3D, and 4K video and fast data transfer for post-production workflow efficiency. Highlights: Delivers up to 90MB/s write and 95MB/s read rate for extreme speed. Innovative memory controller supports unrivaled performance Ideal for advanced DSLR cameras and HD camcorders Durability tested to ensure card reliability 90MB/s Write Speed for Ultimate Burst-Mode Performance Never miss the moment with thise fast SDXC memory card. With write speeds up to 90 MB/s (600X) and read speeds up to 95 MB/s (633X) this card exploits your DSLR's potential for continuous burst mode shooting. Engineered with Ultra High Speed (UHS-I) bus architecture, it is designed to exceed rigorous performance standards. You'll catch all those high-resolution action shots the moment they happen. Power Core Controller Delivers Unmatched Speeds Featuring SanDisk's proprietary Power Core Controller technology, this card is engineered to take whatever your camera's buffer can dish out. By distributing image data across the card more rapidly and efficiently, SanDisk Extreme Pro SDXC UHS-I cards deliver blazing speed and extraordinary dependability even in extremely challenging conditions. That's why for memories that can't be missed, professional photographers worldwide choose SanDisk. Store Plenty of Photos with high storage capacity These cards give you more room for capturing RAW+JPEG, sequential bursts shots and uninterrupted video files. You'll be able to capture a whole shoot without interrupting the session to upload your photos to a computer. Seamless Full HD Video Recording SanDisk Extreme Pro SDXC UHS-I cards deliver the highest video performance with Class 10 rating plus UHS Speed Class 1 (U1) to support cinema quality Full HD (1080p), 3D, and 4K video. Error Correction for Enhanced Reliability The card's built in Advanced Wear Leveling and Error Correction Code engine enhances endurance and reliability. Fast Read Speed Reduces Upload Time The card boasts a read speed of up to 95MB/s providing fast data transfer for post -production workflow efficiency. You'll be able to edit, store, and share your photos more quickly. Durable Design SanDisk Extreme Pro SDXC UHS-I Cards are shockproof, X-ray proof, and waterproof and ready to handle whatever life throws at them. You can capture memories in almost any climate - the card operates in temperatures ranging from -13 to 185 degrees Fahrenheit.",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default-2026-03-19T152153.576.jpg?v=1773933728,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/default-2026-03-19T152153.576.jpg?v=1773933728,2026-03-19T15:25:19+00:00
https://hdewcameras.co.uk,15752659960133,https://hdewcameras.co.uk/products/dell-s2725dc-qhd-27-inch-professional-monitor,Dell S2725DC QHD 27 inch Professional Monitor,,209388,"27"" Monitor","27"" Monitor, Computer Monitor, computing",DELL,249.00,,Unknown,,"The Dell 27 Plus QHD USB-C Monitor in Ash White offers you an impressive viewing experience with a diagonal of 27 inches. Perfect image quality With a resolution of 2560 x 1440 and a refresh rate of 144 Hz, you can enjoy razor-sharp and smooth images. In-Plane Switching (IPS) technology ensures excellent colour reproduction and wide viewing angles of 178°. Easy on the eyes and comfortable Thanks to the anti-glare coating and Eye Comfort, you can work comfortably even during longer sessions. The monitor reduces blue light and is flicker-free, which is easy on your eyes. Versatile connectivity options The monitor offers numerous connectivity options, including HDMI, DisplayPort, USB-A and USB-C. With the USB-C connection, you can charge your device with up to 65 watts while transferring data at the same time. Flexibility and ergonomics The height-adjustable stand allows you to adjust the monitor perfectly to your needs. You can tilt, swivel and even use the monitor in portrait mode. Features: Diagonal: 68.47 cm (27 inches) for a large field of view Resolution: 2560 x 1440 for sharp images Refresh rate: 144 Hz for smooth motion Viewing angle: 178° vertically and horizontally for clear viewing from any position Anti-glare coating for glare-free working Contrast ratio: 1,500:1 for deep blacks Brightness: 350 cd/m² for bright images Response time: 1 ms MPRT for fast image changes Colour coverage: 99% sRGB for vivid colours USB-C port with Power Delivery up to 65 watts for fast charging Height-adjustable stand for ergonomic working Integrated speakers for added comfort Wall mount optionally available (VESA 100 x 100 mm) Dimensions with stand (W x H x D): 61.13 x 39.01 x 20.18 cm Weight with stand: 6.48 kg",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_S2725DC_HDEW1.jpg?v=1773876947,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_S2725DC_HDEW1.jpg?v=1773876947 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_S2725DC_HDEW2.jpg?v=1773876946 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_S2725DC_HDEW3.jpg?v=1773876946 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_S2725DC_HDEW4.jpg?v=1773876946,2026-03-18T23:38:24+00:00
https://hdewcameras.co.uk,15752621982021,https://hdewcameras.co.uk/products/dell-p2725qe-4k-uhd-27-inch-professional-monitor,Dell P2725QE 4K UHD 27 inch Professional Monitor,,155894,"27"" Monitor","27"" Monitor, computing",Dell,379.00,,Unknown,,"Enjoy the convenience of front-facing pop-out USB-C ports and USB Type-A ports for easy connectivity. After use, the connection compartments can be easily closed again so that everything is immediately tidy again. The stand allows a variety of settings, which makes working with the Dell P2725QE even more comfortable. Features: Display diagonal: 69 cm / 27 ” Resolution: 3.840 x 2,160 Panel type: IPS Contrast ratio: 1,500:1 Brightness: 350 cd/m 2 Aspect ratio: 16:9 Viewing angle (H /V): 178 ° / 178 ° Response time: 5 ms Stand settings: Height: 150 mm Swivel: -45 ° to 45 ° Tilt: -5 ° to 21 ° Rotate: up to 90 ° Connectivity: 1x HDMI connection (supports up to QHD 2560 x 1440 100Hz according to HDMI 2.1) 1x Display Port 1.4 1x DisplayPort connection (output) 1x USB-C upstream ((5 Gbit/s) (DisplayPort 1.4 Alternate Mode, Power Delivery up to 90 W)) 1x USB-C downstream with 5 Gbit/s 3x USB-A downstream (5 Gbit/s) 1x RJ45 Ethernet connection VESA: 100 x 100",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_P2725QE_Monitor_HDEW1.jpg?v=1773807604,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_P2725QE_Monitor_HDEW1.jpg?v=1773807604 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_P2725QE_Monitor_HDEW2.jpg?v=1773807604 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_P2725QE_Monitor_HDEW3.jpg?v=1773807604 | https://cdn.shopify.com/s/files/1/0955/2409/4277/files/Dell_P2725QE_Monitor_HDEW4.jpg?v=1773807604,2026-03-18T23:27:28+00:00
https://hdewcameras.co.uk,15129615204677,https://hdewcameras.co.uk/products/sandisk-extreme-portable-ssd-2tb-1050mb-s,SanDisk Extreme Portable SSD 2TB 1050MB/s,,722276,Hard Drive,"computing, sandisk, storage",Sandisk,209.00,,Unknown,,"The SanDisk Extreme PRO Portable SSD is a robust, reliable storage solution with high SSD performance. Features: Capacity: 2 TB IP-55 water and dust protection Practical snap hook to attach to your belt or backpack Interface: 2x USB 3.2 Gen 2 Compatibility: USB 3.2 Gen 2x2 (20 Gbit/s), USB 3.0, USB 2.0 Dimensions (L X W X H): 110.26 x 57.34 x 10.22 mm Sequential read: Up to 1050MB/s Sequential writing: Up to 1000MB/s USB-C to USB-C cable USB-C to USB-A cable What's in the box? SanDisk Extreme Pro Portable SSD 2TB 1050MB/s 3 Year SanDisk Warranty Delivery Address If you wish to pay using your card then unfortunately due to the value of the products we sell we can only send orders to the billing address of your card. However, If you need to have an item delivered to an alternative address to your billing address then we can do this but you would have to select to pay via either Bank Transfer or Amazon Pay. By using Amazon Payments you can select one of your saved address on Amazon for your delivery - we are happy to help over the telephone if you have not used Amazon Payments before or if you are having any problems. We understand this can sometimes be difficult with work commitments, but we will do our best to accommodate your needs. Please note we are unable to accept card payments for orders placed from outside of the UK, the only methods of payment we can accept for orders from outside of the UK would be a bank transfer or Amazon Pay. Shipping Time For UK we normally ship out your order within 3 to 5 working days of receiving your cleared payment. If you require delivery by or before a certain date please call us on 02086695668 and we will do our best to accommodate your needs. Shipping insurance is included in the cost of delivery. The following table is a guide to shipping times for orders: UK Ireland Rest of Europe Royal Mail / DPD Royal Mail / DPD N/A 3-5 Working days from Payment Processing 3-7 Working days from Payment Processing N/A Collections Alternatively, if you would rather come and collect from our office, you are more than welcome to. We would just require you to call us first on 02086695668 to place an order with us beforehand to check stock availability, and once your order is ready to collect, our sales team will contact you.",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/sandisk-extreme-portable-ssd-2tb-1050mb-s-18431-p.jpg?v=1756969223,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/sandisk-extreme-portable-ssd-2tb-1050mb-s-18431-p.jpg?v=1756969223,2026-03-18T16:05:53+00:00
https://hdewcameras.co.uk,15129616056645,https://hdewcameras.co.uk/products/sandisk-extreme-portable-ssd-1tb-1050mb-s,SanDisk Extreme Portable SSD 1TB 1050MB/s,,721982,Hard Drive,"computing, sandisk, storage",Sandisk,189.00,,Unknown,,"The SanDisk Extreme PRO Portable SSD is a robust, reliable storage solution with high SSD performance. Features: Capacity: 1 TB IP-55 water and dust protection Practical snap hook to attach to your belt or backpack Interface: 2x USB 3.2 Gen 2 Compatibility: USB 3.2 Gen 2x2 (20 Gbit/s), USB 3.0, USB 2.0 Dimensions (L X W X H): 110.26 x 57.34 x 10.22 mm Sequential read: Up to 1050MB/s Sequential writing: Up to 1000MB/s USB-C to USB-C cable USB-C to USB-A cable What's in the box? SanDisk Extreme Pro Portable SSD 2TB 1050MB/s 3 Year SanDisk Warranty Shipping Time For UK we normally ship out your order within 3 to 5 working days of receiving your cleared payment. If you require delivery by or before a certain date please call us on 02086695668 and we will do our best to accommodate your needs. Shipping insurance is included in the cost of delivery. The following table is a guide to shipping times for orders: UK Ireland Rest of Europe Royal Mail / DPD Royal Mail / DPD N/A 3-5 Working days from Payment Processing 3-7 Working days from Payment Processing N/A Collections Alternatively, if you would rather come and collect from our office, you are more than welcome to. We would just require you to call us first on 02086695668 to place an order with us beforehand to check stock availability, and once your order is ready to collect, our sales team will contact you.",https://cdn.shopify.com/s/files/1/0955/2409/4277/files/sandisk-extreme-portable-ssd-1tb-1050mb-s-18481-p.jpg?v=1756969222,https://cdn.shopify.com/s/files/1/0955/2409/4277/files/sandisk-extreme-portable-ssd-1tb-1050mb-s-18481-p.jpg?v=1756969222,2026-03-18T16:02:01+00:00
